,posse_de_veiculo,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
2736,N,0,34.2,11.065753424657537,1,0,0,0,2.0,False,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2737,N,0,34.2,11.065753424657537,1,0,0,0,2.0,False,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2738,N,0,34.2,11.065753424657537,1,0,0,0,2.0,False,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2739,Y,1,28.88219178082192,7.142465753424657,1,0,0,0,3.0,False,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2740,Y,1,28.88219178082192,7.142465753424657,1,0,0,0,3.0,False,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2741,Y,1,28.88219178082192,7.142465753424657,1,0,0,0,3.0,False,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2742,N,0,42.21369863013699,4.728767123287671,1,0,0,1,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2743,N,2,61.86849315068493,3.810958904109589,1,0,1,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2744,N,2,61.86849315068493,3.810958904109589,1,0,1,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2745,N,0,43.38630136986301,8.312328767123288,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2746,N,0,43.38630136986301,8.312328767123288,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2747,N,0,43.38630136986301,8.312328767123288,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2748,N,0,43.38630136986301,8.312328767123288,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2749,N,0,43.38630136986301,8.312328767123288,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2750,N,0,43.38630136986301,8.312328767123288,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2751,N,0,61.5013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2752,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2753,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2754,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2755,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2756,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2757,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2758,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2759,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2760,Y,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,False,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2761,N,0,48.01643835616439,9.142465753424656,1,0,0,0,2.0,False,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2762,N,0,48.01643835616439,9.142465753424656,1,0,0,0,2.0,False,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2763,N,0,48.01643835616439,9.142465753424656,1,0,0,0,2.0,False,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2764,N,0,50.66575342465753,1.0602739726027397,1,0,0,0,2.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2765,N,0,52.98082191780822,4.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2766,N,0,52.98082191780822,4.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2767,N,0,52.98082191780822,4.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2768,N,0,52.98082191780822,4.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2769,N,0,40.942465753424656,5.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2770,N,0,40.942465753424656,5.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2771,N,0,40.942465753424656,5.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2772,N,0,40.942465753424656,5.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2773,N,0,40.942465753424656,5.6438356164383565,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2774,N,0,43.72876712328768,17.81917808219178,1,1,1,0,2.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2775,Y,1,35.912328767123284,3.558904109589041,1,0,0,0,3.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2776,Y,1,35.912328767123284,3.558904109589041,1,0,0,0,3.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2777,Y,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2778,Y,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2779,Y,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2780,Y,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2781,Y,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2782,Y,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2783,Y,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2784,Y,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2785,N,0,33.54520547945206,8.065753424657535,1,0,0,0,2.0,False,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2786,N,1,45.96438356164384,8.98082191780822,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2787,N,1,45.96438356164384,8.98082191780822,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2788,N,1,45.96438356164384,8.98082191780822,1,0,0,0,3.0,False,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2789,N,3,41.32328767123288,4.558904109589041,1,0,0,0,5.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2790,N,3,33.07397260273972,3.895890410958904,1,0,0,1,5.0,False,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2791,N,3,33.07397260273972,3.895890410958904,1,0,0,1,5.0,False,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2792,N,3,33.07397260273972,3.895890410958904,1,0,0,1,5.0,False,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2793,N,3,33.07397260273972,3.895890410958904,1,0,0,1,5.0,False,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2794,N,3,33.07397260273972,3.895890410958904,1,0,0,1,5.0,False,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2795,Y,2,59.72054794520548,-1000.6657534246576,1,0,0,0,3.0,False,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2796,N,0,27.84109589041096,3.895890410958904,1,0,0,0,1.0,False,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
2797,N,0,59.89315068493151,-1000.6657534246576,1,0,0,0,1.0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2798,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2799,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2800,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2801,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2802,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2803,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2804,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2805,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2806,Y,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,False,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2807,N,0,27.295890410958904,5.13972602739726,1,0,0,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2808,N,0,27.295890410958904,5.13972602739726,1,0,0,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2809,N,0,27.295890410958904,5.13972602739726,1,0,0,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2810,N,0,27.295890410958904,5.13972602739726,1,0,0,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2811,Y,0,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2812,Y,0,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2813,Y,0,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2814,Y,0,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2815,Y,0,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2816,Y,0,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2817,Y,0,47.12876712328767,4.895890410958904,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2818,N,0,47.77534246575343,0.3890410958904109,1,0,0,0,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2819,N,0,47.77534246575343,0.3890410958904109,1,0,0,0,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2820,N,0,47.77534246575343,0.3890410958904109,1,0,0,0,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2821,N,0,47.77534246575343,0.3890410958904109,1,0,0,0,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2822,N,0,47.77534246575343,0.3890410958904109,1,0,0,0,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2823,N,0,47.72602739726028,0.6410958904109589,1,0,0,0,2.0,False,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2824,N,0,47.72602739726028,0.6410958904109589,1,0,0,0,2.0,False,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2825,N,0,61.04931506849315,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2826,N,0,61.04931506849315,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2827,Y,0,59.84657534246576,-1000.6657534246576,1,0,0,0,1.0,False,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2828,Y,0,59.84657534246576,-1000.6657534246576,1,0,0,0,1.0,False,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2829,Y,0,59.84657534246576,-1000.6657534246576,1,0,0,0,1.0,False,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2830,Y,0,59.84657534246576,-1000.6657534246576,1,0,0,0,1.0,False,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2831,Y,0,59.84657534246576,-1000.6657534246576,1,0,0,0,1.0,False,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2832,Y,3,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2833,Y,3,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2834,Y,3,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2835,Y,3,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2836,Y,3,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2837,Y,3,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2838,N,0,52.227397260273975,6.063013698630137,1,1,1,1,1.0,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
2839,N,0,52.227397260273975,6.063013698630137,1,1,1,1,1.0,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
2840,N,0,52.227397260273975,6.063013698630137,1,1,1,1,1.0,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
2841,N,0,52.227397260273975,6.063013698630137,1,1,1,1,1.0,False,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
2842,N,2,42.11780821917808,6.391780821917808,1,0,0,0,3.0,False,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2843,N,2,42.11780821917808,6.391780821917808,1,0,0,0,3.0,False,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2844,Y,0,33.59452054794521,0.9753424657534246,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2845,Y,0,33.59452054794521,0.9753424657534246,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2846,Y,0,33.59452054794521,0.9753424657534246,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2847,Y,0,33.59452054794521,0.9753424657534246,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2848,Y,0,33.59452054794521,0.9753424657534246,1,0,0,0,2.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2849,N,0,37.99452054794521,1.1369863013698631,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2850,N,0,37.99452054794521,1.1369863013698631,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2851,N,0,37.99452054794521,1.1369863013698631,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2852,N,1,42.64383561643836,23.991780821917807,1,0,1,0,3.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2853,N,2,33.35890410958904,14.564383561643837,1,0,1,0,4.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2854,N,0,24.057534246575344,1.641095890410959,1,0,0,0,1.0,False,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2855,N,0,24.057534246575344,1.641095890410959,1,0,0,0,1.0,False,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2856,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2857,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2858,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2859,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2860,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2861,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2862,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2863,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2864,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2865,N,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,False,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2866,Y,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2867,Y,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2868,Y,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2869,Y,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2870,Y,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2871,Y,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2872,Y,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2873,Y,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,False,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2874,N,1,26.63013698630137,1.389041095890411,1,0,0,1,3.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2875,N,0,54.583561643835615,2.6410958904109587,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2876,N,1,27.816438356164383,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
2877,N,1,27.816438356164383,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
2878,N,1,27.816438356164383,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
2879,N,0,60.32054794520548,-1000.6657534246576,1,0,1,0,1.0,False,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2880,N,0,25.65205479452055,2.893150684931507,1,0,0,1,2.0,False,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2881,N,0,25.65205479452055,2.893150684931507,1,0,0,1,2.0,False,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2882,N,0,25.65205479452055,2.893150684931507,1,0,0,1,2.0,False,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2883,N,0,25.65205479452055,2.893150684931507,1,0,0,1,2.0,False,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2884,Y,2,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2885,Y,2,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2886,Y,2,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2887,Y,2,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2888,Y,2,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2889,Y,2,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2890,Y,2,31.68219178082192,8.065753424657535,1,0,0,1,4.0,False,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2891,Y,1,36.24657534246575,9.98082191780822,1,0,0,1,3.0,False,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2892,Y,1,36.24657534246575,9.98082191780822,1,0,0,1,3.0,False,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2893,Y,1,36.24657534246575,9.98082191780822,1,0,0,1,3.0,False,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2894,Y,1,36.24657534246575,9.98082191780822,1,0,0,1,3.0,False,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2895,Y,2,40.35890410958904,12.64931506849315,1,0,0,0,4.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2896,Y,2,40.35890410958904,12.64931506849315,1,0,0,0,4.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2897,Y,2,40.35890410958904,12.64931506849315,1,0,0,0,4.0,False,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2898,N,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2899,N,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2900,N,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2901,N,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2902,N,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2903,N,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2904,N,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2905,N,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2906,Y,0,34.43835616438356,8.479452054794521,1,1,0,0,2.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2907,N,0,55.20821917808219,1.4383561643835616,1,0,0,0,1.0,False,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2908,N,0,62.87671232876713,-1000.6657534246576,1,0,1,0,2.0,False,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2909,Y,0,40.64109589041096,10.446575342465753,1,0,1,0,2.0,False,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2910,N,0,48.83561643835616,23.04109589041096,1,1,1,0,2.0,False,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
2911,Y,0,40.78630136986301,5.945205479452055,1,0,0,0,2.0,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2912,N,0,50.95342465753425,11.112328767123287,1,1,1,0,2.0,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2913,N,0,34.13972602739726,4.945205479452055,1,1,0,0,2.0,False,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2914,N,3,32.98082191780822,10.780821917808218,1,1,0,0,5.0,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
2915,Y,0,55.92328767123288,14.868493150684932,1,0,0,0,2.0,False,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
